Simulation,Transitions
719,"{'Polymerase_M_to_A': 37, 'U_and_M_to_U_and_U': 30, 'M_and_U_to_M_and_M': 41, 'M_and_A_to_M_and_M': 28, 'U_and_A_to_U_and_U': 43, 'A_and_M_to_A_and_A': 19, 'A_and_U_to_A_and_A': 28}"
720,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 44, 'M_and_A_to_M_and_M': 61, 'A_and_U_to_A_and_A': 7, 'U_and_A_to_U_and_U': 9}"
721,"{'U_and_M_to_U_and_U': 11, 'Polymerase_M_to_A': 64, 'M_and_A_to_M_and_M': 73, 'M_and_U_to_M_and_M': 18, 'U_and_A_to_U_and_U': 9, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 15}"
722,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 43, 'A_and_U_to_A_and_A': 24, 'U_and_A_to_U_and_U': 44, 'M_and_A_to_M_and_M': 24, 'A_and_M_to_A_and_A': 17}"
723,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 27, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 35}"
724,"{'M_and_U_to_M_and_M': 51, 'U_and_M_to_U_and_U': 34, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 44, 'A_and_M_to_A_and_A': 18, 'U_and_A_to_U_and_U': 37, 'A_and_U_to_A_and_A': 29}"
725,"{'M_and_U_to_M_and_M': 16, 'U_and_M_to_U_and_U': 22, 'Polymerase_M_to_A': 23, 'M_and_A_to_M_and_M': 2, 'U_and_A_to_U_and_U': 45, 'A_and_M_to_A_and_A': 8, 'A_and_U_to_A_and_A': 16}"
726,"{'M_and_U_to_M_and_M': 50, 'Polymerase_M_to_A': 43, 'U_and_M_to_U_and_U': 36, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 26}"
727,"{'M_and_U_to_M_and_M': 27, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 51, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 56, 'A_and_M_to_A_and_A': 13}"
728,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 51, 'Polymerase_M_to_A': 45, 'U_and_A_to_U_and_U': 54, 'A_and_M_to_A_and_A': 15, 'A_and_U_to_A_and_A': 32, 'M_and_A_to_M_and_M': 21}"
729,"{'M_and_U_to_M_and_M': 39, 'Polymerase_M_to_A': 42, 'U_and_M_to_U_and_U': 38, 'U_and_A_to_U_and_U': 46, 'A_and_U_to_A_and_A': 36, 'M_and_A_to_M_and_M': 38, 'A_and_M_to_A_and_A': 16}"
730,"{'M_and_U_to_M_and_M': 44, 'Polymerase_M_to_A': 28, 'U_and_M_to_U_and_U': 40, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 9, 'U_and_A_to_U_and_U': 52, 'A_and_U_to_A_and_A': 34}"
731,"{'M_and_U_to_M_and_M': 28, 'U_and_M_to_U_and_U': 15, 'Polymerase_M_to_A': 54, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 18, 'A_and_U_to_A_and_A': 17, 'M_and_A_to_M_and_M': 55}"
732,"{'M_and_U_to_M_and_M': 34, 'Polymerase_M_to_A': 44, 'U_and_M_to_U_and_U': 40, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 41, 'A_and_M_to_A_and_A': 21, 'U_and_A_to_U_and_U': 36}"
733,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 19, 'Polymerase_M_to_A': 64, 'A_and_M_to_A_and_A': 36, 'M_and_A_to_M_and_M': 84, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 5}"
734,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 32, 'U_and_A_to_U_and_U': 29, 'A_and_U_to_A_and_A': 31}"
735,"{'M_and_U_to_M_and_M': 31, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 42, 'A_and_U_to_A_and_A': 19, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 46, 'U_and_A_to_U_and_U': 29}"
736,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 37, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 32, 'U_and_A_to_U_and_U': 23, 'A_and_M_to_A_and_A': 11}"
737,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 42, 'U_and_A_to_U_and_U': 46, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 44, 'A_and_U_to_A_and_A': 26}"
738,"{'M_and_U_to_M_and_M': 49, 'U_and_M_to_U_and_U': 56, 'Polymerase_M_to_A': 18, 'A_and_U_to_A_and_A': 24, 'A_and_M_to_A_and_A': 12, 'U_and_A_to_U_and_U': 32, 'M_and_A_to_M_and_M': 14}"
739,"{'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 42, 'U_and_M_to_U_and_U': 37, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 33, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 40}"
740,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 29, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 42, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 34, 'A_and_M_to_A_and_A': 21}"
741,"{'M_and_U_to_M_and_M': 45, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 31, 'A_and_M_to_A_and_A': 15, 'U_and_A_to_U_and_U': 61, 'A_and_U_to_A_and_A': 35, 'M_and_A_to_M_and_M': 13}"
742,"{'M_and_U_to_M_and_M': 42, 'U_and_M_to_U_and_U': 44, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 45, 'M_and_A_to_M_and_M': 31, 'A_and_U_to_A_and_A': 33}"
743,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 42, 'U_and_A_to_U_and_U': 51, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 44, 'M_and_A_to_M_and_M': 31}"
744,"{'M_and_U_to_M_and_M': 14, 'Polymerase_M_to_A': 28, 'A_and_M_to_A_and_A': 17, 'U_and_M_to_U_and_U': 14, 'M_and_A_to_M_and_M': 12, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 61}"
745,"{'M_and_U_to_M_and_M': 29, 'U_and_M_to_U_and_U': 30, 'Polymerase_M_to_A': 27, 'A_and_M_to_A_and_A': 25, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 20}"
746,"{'U_and_M_to_U_and_U': 34, 'M_and_U_to_M_and_M': 48, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 17, 'M_and_A_to_M_and_M': 47, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 30}"
747,"{'M_and_U_to_M_and_M': 9, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 12, 'M_and_A_to_M_and_M': 4, 'A_and_M_to_A_and_A': 7, 'A_and_U_to_A_and_A': 35, 'U_and_A_to_U_and_U': 50}"
748,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 33, 'Polymerase_M_to_A': 23, 'A_and_U_to_A_and_A': 25, 'M_and_A_to_M_and_M': 16, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 16}"
749,"{'M_and_U_to_M_and_M': 20, 'U_and_M_to_U_and_U': 14, 'Polymerase_M_to_A': 60, 'A_and_M_to_A_and_A': 31, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 10, 'M_and_A_to_M_and_M': 78}"
750,"{'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 31, 'U_and_M_to_U_and_U': 34, 'U_and_A_to_U_and_U': 45, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 23}"
751,"{'U_and_M_to_U_and_U': 36, 'Polymerase_M_to_A': 34, 'M_and_U_to_M_and_M': 44, 'A_and_M_to_A_and_A': 18, 'A_and_U_to_A_and_A': 38, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 35}"
752,"{'Polymerase_M_to_A': 31, 'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 40, 'A_and_U_to_A_and_A': 36, 'A_and_M_to_A_and_A': 21, 'M_and_A_to_M_and_M': 27, 'U_and_A_to_U_and_U': 51}"
753,"{'M_and_U_to_M_and_M': 11, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 15, 'M_and_A_to_M_and_M': 9, 'A_and_M_to_A_and_A': 11, 'A_and_U_to_A_and_A': 58, 'U_and_A_to_U_and_U': 69}"
754,"{'U_and_M_to_U_and_U': 27, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 42, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 26}"
755,"{'Polymerase_M_to_A': 36, 'U_and_M_to_U_and_U': 36, 'M_and_U_to_M_and_M': 44, 'U_and_A_to_U_and_U': 53, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 45, 'M_and_A_to_M_and_M': 22}"
756,"{'M_and_U_to_M_and_M': 36, 'U_and_M_to_U_and_U': 26, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 42, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 23, 'A_and_U_to_A_and_A': 32}"
757,"{'M_and_U_to_M_and_M': 18, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 16, 'A_and_U_to_A_and_A': 38, 'M_and_A_to_M_and_M': 1, 'U_and_A_to_U_and_U': 55, 'A_and_M_to_A_and_A': 9}"
758,"{'U_and_M_to_U_and_U': 59, 'M_and_U_to_M_and_M': 60, 'Polymerase_M_to_A': 17, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 9, 'U_and_A_to_U_and_U': 35, 'A_and_U_to_A_and_A': 24}"
759,"{'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 43, 'Polymerase_M_to_A': 29, 'M_and_A_to_M_and_M': 19, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 39, 'A_and_U_to_A_and_A': 23}"
760,"{'M_and_U_to_M_and_M': 14, 'U_and_M_to_U_and_U': 6, 'Polymerase_M_to_A': 51, 'M_and_A_to_M_and_M': 80, 'A_and_M_to_A_and_A': 38, 'A_and_U_to_A_and_A': 7}"
761,"{'M_and_U_to_M_and_M': 12, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 21, 'M_and_A_to_M_and_M': 9, 'A_and_U_to_A_and_A': 42, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 62}"
762,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 38, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 23, 'U_and_A_to_U_and_U': 37, 'M_and_A_to_M_and_M': 41}"
763,"{'M_and_U_to_M_and_M': 52, 'U_and_M_to_U_and_U': 47, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 23, 'A_and_M_to_A_and_A': 10, 'U_and_A_to_U_and_U': 51, 'A_and_U_to_A_and_A': 40}"
764,"{'U_and_M_to_U_and_U': 23, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 15, 'M_and_A_to_M_and_M': 61, 'U_and_A_to_U_and_U': 8}"
765,"{'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 49, 'U_and_M_to_U_and_U': 21, 'M_and_A_to_M_and_M': 65, 'A_and_M_to_A_and_A': 30, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 12}"
766,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 35, 'Polymerase_M_to_A': 41, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 33, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 22}"
767,"{'M_and_U_to_M_and_M': 32, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 50, 'A_and_M_to_A_and_A': 22, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 55, 'U_and_A_to_U_and_U': 24}"
768,"{'U_and_M_to_U_and_U': 45, 'M_and_U_to_M_and_M': 53, 'Polymerase_M_to_A': 33, 'U_and_A_to_U_and_U': 21, 'A_and_U_to_A_and_A': 26, 'M_and_A_to_M_and_M': 36, 'A_and_M_to_A_and_A': 20}"
769,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 48, 'A_and_U_to_A_and_A': 16, 'M_and_A_to_M_and_M': 47, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 18}"
770,"{'U_and_M_to_U_and_U': 41, 'M_and_U_to_M_and_M': 53, 'Polymerase_M_to_A': 32, 'U_and_A_to_U_and_U': 39, 'M_and_A_to_M_and_M': 10, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 11}"
771,"{'M_and_U_to_M_and_M': 39, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 37, 'A_and_M_to_A_and_A': 17, 'U_and_A_to_U_and_U': 40, 'A_and_U_to_A_and_A': 27, 'M_and_A_to_M_and_M': 23}"
772,"{'U_and_M_to_U_and_U': 37, 'Polymerase_M_to_A': 42, 'M_and_U_to_M_and_M': 47, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 29, 'A_and_M_to_A_and_A': 11, 'M_and_A_to_M_and_M': 21}"
773,"{'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 55, 'A_and_M_to_A_and_A': 22, 'U_and_M_to_U_and_U': 12, 'M_and_A_to_M_and_M': 54, 'A_and_U_to_A_and_A': 21, 'U_and_A_to_U_and_U': 30}"
774,"{'U_and_M_to_U_and_U': 44, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 45, 'M_and_A_to_M_and_M': 36, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 19, 'U_and_A_to_U_and_U': 39}"
775,"{'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 39, 'U_and_M_to_U_and_U': 23, 'U_and_A_to_U_and_U': 53, 'M_and_A_to_M_and_M': 22, 'A_and_M_to_A_and_A': 16, 'A_and_U_to_A_and_A': 39}"
776,"{'U_and_M_to_U_and_U': 19, 'M_and_U_to_M_and_M': 30, 'Polymerase_M_to_A': 46, 'M_and_A_to_M_and_M': 49, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 19, 'A_and_U_to_A_and_A': 21}"
777,"{'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 30, 'M_and_U_to_M_and_M': 38, 'A_and_M_to_A_and_A': 12, 'A_and_U_to_A_and_A': 44, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 19}"
778,"{'U_and_M_to_U_and_U': 32, 'M_and_U_to_M_and_M': 43, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 18, 'A_and_M_to_A_and_A': 14, 'A_and_U_to_A_and_A': 33, 'U_and_A_to_U_and_U': 56}"
779,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 51, 'A_and_M_to_A_and_A': 18, 'M_and_A_to_M_and_M': 52, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 29}"
780,"{'Polymerase_M_to_A': 22, 'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 34, 'U_and_A_to_U_and_U': 55, 'M_and_A_to_M_and_M': 5, 'A_and_M_to_A_and_A': 8, 'A_and_U_to_A_and_A': 32}"
781,"{'Polymerase_M_to_A': 51, 'M_and_U_to_M_and_M': 33, 'U_and_M_to_U_and_U': 22, 'U_and_A_to_U_and_U': 32, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 16, 'M_and_A_to_M_and_M': 49}"
782,"{'M_and_U_to_M_and_M': 44, 'U_and_M_to_U_and_U': 40, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 22, 'A_and_U_to_A_and_A': 38, 'U_and_A_to_U_and_U': 42, 'A_and_M_to_A_and_A': 12}"
783,"{'M_and_U_to_M_and_M': 9, 'Polymerase_M_to_A': 16, 'U_and_M_to_U_and_U': 16, 'U_and_A_to_U_and_U': 44, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 3, 'A_and_U_to_A_and_A': 16}"
784,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 35, 'A_and_M_to_A_and_A': 34, 'M_and_A_to_M_and_M': 49, 'A_and_U_to_A_and_A': 17, 'U_and_A_to_U_and_U': 10}"
785,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 22, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 12, 'A_and_U_to_A_and_A': 52, 'U_and_A_to_U_and_U': 64}"
786,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 48, 'Polymerase_M_to_A': 33, 'M_and_A_to_M_and_M': 20, 'A_and_U_to_A_and_A': 39, 'U_and_A_to_U_and_U': 43, 'A_and_M_to_A_and_A': 19}"
787,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 57, 'A_and_U_to_A_and_A': 16, 'U_and_A_to_U_and_U': 6, 'M_and_A_to_M_and_M': 62, 'A_and_M_to_A_and_A': 17}"
788,"{'M_and_U_to_M_and_M': 29, 'Polymerase_M_to_A': 48, 'U_and_M_to_U_and_U': 26, 'A_and_M_to_A_and_A': 25, 'A_and_U_to_A_and_A': 28, 'M_and_A_to_M_and_M': 38, 'U_and_A_to_U_and_U': 42}"
789,"{'U_and_M_to_U_and_U': 35, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 19, 'U_and_A_to_U_and_U': 38, 'M_and_A_to_M_and_M': 6, 'A_and_U_to_A_and_A': 17, 'A_and_M_to_A_and_A': 9}"
790,"{'U_and_M_to_U_and_U': 28, 'M_and_U_to_M_and_M': 35, 'Polymerase_M_to_A': 35, 'A_and_U_to_A_and_A': 30, 'A_and_M_to_A_and_A': 12, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 27}"
791,"{'U_and_M_to_U_and_U': 25, 'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 34, 'A_and_M_to_A_and_A': 19, 'M_and_A_to_M_and_M': 29, 'U_and_A_to_U_and_U': 49, 'A_and_U_to_A_and_A': 40}"
792,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 45, 'Polymerase_M_to_A': 40, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 11, 'U_and_A_to_U_and_U': 58, 'A_and_M_to_A_and_A': 12}"
793,"{'M_and_U_to_M_and_M': 40, 'U_and_M_to_U_and_U': 21, 'Polymerase_M_to_A': 61, 'A_and_U_to_A_and_A': 9, 'A_and_M_to_A_and_A': 45, 'M_and_A_to_M_and_M': 75, 'U_and_A_to_U_and_U': 14}"
794,"{'U_and_M_to_U_and_U': 22, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 50, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 21}"
795,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 24, 'Polymerase_M_to_A': 47, 'U_and_A_to_U_and_U': 22, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 26, 'M_and_A_to_M_and_M': 54}"
796,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 28, 'A_and_U_to_A_and_A': 47, 'A_and_M_to_A_and_A': 11, 'U_and_A_to_U_and_U': 49, 'M_and_A_to_M_and_M': 22}"
797,"{'M_and_U_to_M_and_M': 30, 'U_and_M_to_U_and_U': 23, 'Polymerase_M_to_A': 39, 'M_and_A_to_M_and_M': 37, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 8, 'U_and_A_to_U_and_U': 1}"
798,"{'U_and_M_to_U_and_U': 24, 'M_and_U_to_M_and_M': 20, 'Polymerase_M_to_A': 31, 'M_and_A_to_M_and_M': 33, 'A_and_M_to_A_and_A': 28, 'A_and_U_to_A_and_A': 27, 'U_and_A_to_U_and_U': 33}"
799,"{'M_and_U_to_M_and_M': 25, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 10, 'M_and_A_to_M_and_M': 12, 'A_and_U_to_A_and_A': 34, 'U_and_A_to_U_and_U': 56}"
800,"{'M_and_U_to_M_and_M': 38, 'Polymerase_M_to_A': 41, 'U_and_A_to_U_and_U': 34, 'U_and_M_to_U_and_U': 14, 'M_and_A_to_M_and_M': 38, 'A_and_U_to_A_and_A': 24, 'A_and_M_to_A_and_A': 18}"
801,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 42, 'Polymerase_M_to_A': 33, 'A_and_M_to_A_and_A': 15, 'M_and_A_to_M_and_M': 27, 'A_and_U_to_A_and_A': 28, 'U_and_A_to_U_and_U': 38}"
802,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 27, 'Polymerase_M_to_A': 49, 'A_and_U_to_A_and_A': 19, 'U_and_A_to_U_and_U': 13, 'M_and_A_to_M_and_M': 69, 'A_and_M_to_A_and_A': 22}"
803,"{'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 41, 'U_and_M_to_U_and_U': 25, 'A_and_M_to_A_and_A': 20, 'A_and_U_to_A_and_A': 23, 'M_and_A_to_M_and_M': 30, 'U_and_A_to_U_and_U': 39}"
804,"{'U_and_M_to_U_and_U': 16, 'M_and_U_to_M_and_M': 18, 'Polymerase_M_to_A': 36, 'A_and_U_to_A_and_A': 30, 'M_and_A_to_M_and_M': 51, 'A_and_M_to_A_and_A': 26, 'U_and_A_to_U_and_U': 26}"
805,"{'U_and_M_to_U_and_U': 7, 'M_and_U_to_M_and_M': 17, 'Polymerase_M_to_A': 47, 'A_and_U_to_A_and_A': 25, 'A_and_M_to_A_and_A': 31, 'U_and_A_to_U_and_U': 21, 'M_and_A_to_M_and_M': 65}"
806,"{'U_and_M_to_U_and_U': 15, 'M_and_U_to_M_and_M': 22, 'Polymerase_M_to_A': 43, 'A_and_M_to_A_and_A': 25, 'M_and_A_to_M_and_M': 54, 'A_and_U_to_A_and_A': 14, 'U_and_A_to_U_and_U': 6}"
807,"{'M_and_U_to_M_and_M': 37, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 29, 'A_and_U_to_A_and_A': 35, 'A_and_M_to_A_and_A': 28, 'M_and_A_to_M_and_M': 31, 'U_and_A_to_U_and_U': 43}"
808,"{'U_and_M_to_U_and_U': 33, 'M_and_U_to_M_and_M': 33, 'Polymerase_M_to_A': 30, 'A_and_U_to_A_and_A': 26, 'A_and_M_to_A_and_A': 14, 'U_and_A_to_U_and_U': 58, 'M_and_A_to_M_and_M': 9}"
809,"{'M_and_U_to_M_and_M': 34, 'U_and_M_to_U_and_U': 31, 'Polymerase_M_to_A': 50, 'M_and_A_to_M_and_M': 42, 'A_and_U_to_A_and_A': 31, 'A_and_M_to_A_and_A': 13, 'U_and_A_to_U_and_U': 36}"
810,"{'U_and_M_to_U_and_U': 32, 'Polymerase_M_to_A': 32, 'M_and_U_to_M_and_M': 52, 'U_and_A_to_U_and_U': 40, 'A_and_M_to_A_and_A': 17, 'A_and_U_to_A_and_A': 31, 'M_and_A_to_M_and_M': 21}"
811,"{'U_and_M_to_U_and_U': 12, 'M_and_U_to_M_and_M': 23, 'Polymerase_M_to_A': 48, 'U_and_A_to_U_and_U': 19, 'M_and_A_to_M_and_M': 46, 'A_and_U_to_A_and_A': 23, 'A_and_M_to_A_and_A': 21}"
812,"{'U_and_M_to_U_and_U': 39, 'M_and_U_to_M_and_M': 52, 'Polymerase_M_to_A': 34, 'M_and_A_to_M_and_M': 34, 'U_and_A_to_U_and_U': 30, 'A_and_U_to_A_and_A': 28, 'A_and_M_to_A_and_A': 14}"
813,"{'M_and_U_to_M_and_M': 24, 'U_and_M_to_U_and_U': 17, 'Polymerase_M_to_A': 43, 'M_and_A_to_M_and_M': 42, 'A_and_U_to_A_and_A': 18, 'A_and_M_to_A_and_A': 24, 'U_and_A_to_U_and_U': 11}"
814,"{'M_and_U_to_M_and_M': 15, 'U_and_M_to_U_and_U': 27, 'Polymerase_M_to_A': 17, 'U_and_A_to_U_and_U': 44, 'A_and_U_to_A_and_A': 22, 'A_and_M_to_A_and_A': 8, 'M_and_A_to_M_and_M': 3}"
815,"{'M_and_U_to_M_and_M': 43, 'U_and_M_to_U_and_U': 25, 'Polymerase_M_to_A': 38, 'M_and_A_to_M_and_M': 35, 'A_and_M_to_A_and_A': 26, 'A_and_U_to_A_and_A': 31, 'U_and_A_to_U_and_U': 37}"
816,"{'M_and_U_to_M_and_M': 14, 'U_and_M_to_U_and_U': 7, 'Polymerase_M_to_A': 45, 'A_and_M_to_A_and_A': 27, 'M_and_A_to_M_and_M': 52, 'A_and_U_to_A_and_A': 8}"
817,"{'U_and_M_to_U_and_U': 21, 'M_and_U_to_M_and_M': 32, 'Polymerase_M_to_A': 49, 'A_and_M_to_A_and_A': 32, 'U_and_A_to_U_and_U': 20, 'A_and_U_to_A_and_A': 20, 'M_and_A_to_M_and_M': 56}"
818,"{'U_and_M_to_U_and_U': 20, 'M_and_U_to_M_and_M': 41, 'Polymerase_M_to_A': 52, 'A_and_M_to_A_and_A': 20, 'M_and_A_to_M_and_M': 42, 'U_and_A_to_U_and_U': 26, 'A_and_U_to_A_and_A': 14}"
819,"{'M_and_U_to_M_and_M': 42, 'Polymerase_M_to_A': 47, 'A_and_M_to_A_and_A': 14, 'U_and_M_to_U_and_U': 41, 'U_and_A_to_U_and_U': 36, 'A_and_U_to_A_and_A': 29, 'M_and_A_to_M_and_M': 40}"
820,"{'M_and_U_to_M_and_M': 38, 'U_and_M_to_U_and_U': 28, 'Polymerase_M_to_A': 47, 'A_and_U_to_A_and_A': 41, 'U_and_A_to_U_and_U': 52, 'A_and_M_to_A_and_A': 13, 'M_and_A_to_M_and_M': 35}"
821,"{'U_and_M_to_U_and_U': 18, 'M_and_U_to_M_and_M': 31, 'Polymerase_M_to_A': 48, 'A_and_M_to_A_and_A': 29, 'M_and_A_to_M_and_M': 48, 'A_and_U_to_A_and_A': 22, 'U_and_A_to_U_and_U': 31}"
